,precision,recall,f1-score,support
0,0.9106145251396648,0.9532163742690059,0.9314285714285714,342.0
1,0.912568306010929,0.8391959798994975,0.8743455497382199,199.0
accuracy,0.911275415896488,0.911275415896488,0.911275415896488,0.911275415896488
macro avg,0.9115914155752969,0.8962061770842517,0.9028870605833956,541.0
weighted avg,0.9113331986948988,0.911275415896488,0.9104313046700132,541.0
