,precision,recall,f1-score,support
0,0.9135135135135135,1.0,0.9548022598870056,169.0
1,1.0,0.8181818181818182,0.9,88.0
accuracy,0.9377431906614786,0.9377431906614786,0.9377431906614786,0.9377431906614786
macro avg,0.9567567567567568,0.9090909090909092,0.9274011299435028,257.0
weighted avg,0.9431275633610263,0.9377431906614786,0.9360372837389259,257.0
