,precision,recall,f1-score,support
0,0.9615384615384616,0.975609756097561,0.9685230024213075,205.0
1,0.9523809523809523,0.9259259259259259,0.9389671361502347,108.0
accuracy,0.9584664536741214,0.9584664536741214,0.9584664536741214,0.9584664536741214
macro avg,0.9569597069597069,0.9507678410117435,0.9537450692857712,313.0
weighted avg,0.9583786820208545,0.9584664536741214,0.9583248121424709,313.0
