,precision,recall,f1-score,support
0,0.9627659574468085,0.9731182795698925,0.9679144385026738,186.0
1,0.9484536082474226,0.9292929292929293,0.9387755102040817,99.0
accuracy,0.9578947368421052,0.9578947368421052,0.9578947368421052,0.9578947368421052
macro avg,0.9556097828471155,0.9512056044314109,0.9533449743533777,285.0
weighted avg,0.9577942993038641,0.9578947368421052,0.9577924949884259,285.0
