,precision,recall,f1-score,support
0,0.9356223175965666,0.9775784753363229,0.956140350877193,223.0
1,0.9541284403669725,0.8739495798319328,0.9122807017543859,119.0
accuracy,0.9415204678362573,0.9415204678362573,0.9415204678362573,0.9415204678362573
macro avg,0.9448753789817695,0.9257640275841279,0.9342105263157894,342.0
weighted avg,0.9420615825371464,0.9415204678362573,0.9408792448958654,342.0
