,precision,recall,f1-score,support
0,0.9777777777777777,0.967032967032967,0.9723756906077348,91.0
1,0.9433962264150944,0.9615384615384616,0.9523809523809523,52.0
accuracy,0.965034965034965,0.965034965034965,0.965034965034965,0.965034965034965
macro avg,0.960587002096436,0.9642857142857143,0.9623783214943435,143.0
weighted avg,0.9652753954640747,0.965034965034965,0.9651048767070864,143.0
