,precision,recall,f1-score,support
0,0.9074074074074074,1.0,0.9514563106796117,147.0
1,1.0,0.8148148148148148,0.8979591836734694,81.0
accuracy,0.9342105263157895,0.9342105263157895,0.9342105263157895,0.9342105263157895
macro avg,0.9537037037037037,0.9074074074074074,0.9247077471765406,228.0
weighted avg,0.9403021442495126,0.9342105263157895,0.9324507524011137,228.0
