,precision,recall,f1-score,support
0,0.9722222222222222,0.963302752293578,0.967741935483871,109.0
1,0.9365079365079365,0.9516129032258065,0.944,62.0
accuracy,0.9590643274853801,0.9590643274853801,0.9590643274853801,0.9590643274853801
macro avg,0.9543650793650793,0.9574578277596922,0.9558709677419355,171.0
weighted avg,0.9592731829573934,0.9590643274853801,0.959133748349368,171.0
