,precision,recall,f1-score,support
0,0.9722222222222222,0.958904109589041,0.9655172413793104,73.0
1,0.9285714285714286,0.9512195121951219,0.9397590361445783,41.0
accuracy,0.956140350877193,0.956140350877193,0.956140350877193,0.956140350877193
macro avg,0.9503968253968254,0.9550618108920814,0.9526381387619444,114.0
weighted avg,0.9565232525758841,0.956140350877193,0.9562533254615558,114.0
