,precision,recall,f1-score,support
0,0.9283154121863799,0.9700374531835206,0.9487179487179487,267.0
1,0.9333333333333333,0.8484848484848485,0.8888888888888888,132.0
accuracy,0.9298245614035088,0.9298245614035088,0.9298245614035088,0.9298245614035088
macro avg,0.9308243727598566,0.9092611508341846,0.9188034188034188,399.0
weighted avg,0.9299754763252217,0.9298245614035088,0.9289248762932973,399.0
