,precision,recall,f1-score,support
0,0.9204152249134948,0.95,0.9349736379613357,280.0
1,0.8985507246376812,0.8435374149659864,0.8701754385964913,147.0
accuracy,0.9133489461358314,0.9133489461358314,0.9133489461358314,0.9133489461358314
macro avg,0.9094829747755879,0.8967687074829932,0.9025745382789134,427.0
weighted avg,0.9128881018677228,0.9133489461358314,0.9126660611308156,427.0
