,precision,recall,f1-score,support
0,0.9387096774193548,0.9864406779661017,0.9619834710743802,295.0
1,0.9726027397260274,0.8819875776397516,0.9250814332247557,161.0
accuracy,0.9495614035087719,0.9495614035087719,0.9495614035087719,0.9495614035087719
macro avg,0.9556562085726912,0.9342141278029266,0.9435324521495679,456.0
weighted avg,0.9506763068741231,0.9495614035087719,0.9489544620967714,456.0
