,precision,recall,f1-score,support
0,0.9596774193548387,0.9754098360655737,0.967479674796748,244.0
1,0.9508196721311475,0.9206349206349206,0.9354838709677419,126.0
accuracy,0.9567567567567568,0.9567567567567568,0.9567567567567568,0.9567567567567568
macro avg,0.9552485457429931,0.9480223783502472,0.9514817728822449,370.0
weighted avg,0.9566609973273115,0.9567567567567568,0.9565838064657891,370.0
