,precision,recall,f1-score,support
0,0.9733333333333334,0.9931972789115646,0.9831649831649831,147.0
1,0.9871794871794872,0.9506172839506173,0.9685534591194969,81.0
accuracy,0.9780701754385965,0.9780701754385965,0.9780701754385965,0.9780701754385965
macro avg,0.9802564102564103,0.971907281431091,0.97585922114224,228.0
weighted avg,0.9782523616734145,0.9780701754385965,0.9779740469909288,228.0
