,precision,recall,f1-score,support
0,0.9594594594594594,0.9726027397260274,0.9659863945578231,73.0
1,0.95,0.926829268292683,0.9382716049382716,41.0
accuracy,0.956140350877193,0.956140350877193,0.956140350877193,0.956140350877193
macro avg,0.9547297297297297,0.9497160040093552,0.9521289997480473,114.0
weighted avg,0.9560573731626363,0.956140350877193,0.9560187947823704,114.0
