,precision,recall,f1-score,support
0,0.9375,0.970873786407767,0.9538950715421304,309.0
1,0.9451219512195121,0.8857142857142857,0.9144542772861357,175.0
accuracy,0.9400826446280992,0.9400826446280992,0.9400826446280992,0.9400826446280992
macro avg,0.9413109756097561,0.9282940360610263,0.934174674414133,484.0
weighted avg,0.940255870792179,0.9400826446280992,0.9396344537842811,484.0
