,precision,recall,f1-score,support
0,0.9540229885057471,0.9822485207100592,0.967930029154519,169.0
1,0.963855421686747,0.9090909090909091,0.935672514619883,88.0
accuracy,0.9571984435797666,0.9571984435797666,0.9571984435797666,0.9571984435797666
macro avg,0.9589392050962471,0.9456697149004841,0.951801271887201,257.0
weighted avg,0.957389736054105,0.9571984435797666,0.9568846545278733,257.0
