,precision,recall,f1-score,support
0,0.967391304347826,0.978021978021978,0.9726775956284153,91.0
1,0.9607843137254902,0.9423076923076923,0.9514563106796117,52.0
accuracy,0.965034965034965,0.965034965034965,0.965034965034965,0.965034965034965
macro avg,0.9640878090366581,0.9601648351648351,0.9620669531540135,143.0
weighted avg,0.9649887623033403,0.965034965034965,0.9649607647379412,143.0
