,precision,recall,f1-score,support
0,0.9349112426035503,0.9813664596273292,0.9575757575757575,322.0
1,0.9657142857142857,0.8848167539267016,0.9234972677595629,191.0
accuracy,0.9454191033138402,0.9454191033138402,0.9454191033138402,0.9454191033138402
macro avg,0.950312764158918,0.9330916067770154,0.9405365126676601,513.0
weighted avg,0.9463798220073524,0.9454191033138402,0.9448876648761607,513.0
