,precision,recall,f1-score,support
0,0.973404255319149,0.9838709677419355,0.9786096256684492,186.0
1,0.9690721649484536,0.9494949494949495,0.9591836734693877,99.0
accuracy,0.9719298245614035,0.9719298245614035,0.9719298245614035,0.9719298245614035
macro avg,0.9712382101338013,0.9666829586184424,0.9688966495689184,285.0
weighted avg,0.9718994239272232,0.9719298245614035,0.9718616633256173,285.0
