,precision,recall,f1-score,support
0,0.8997289972899729,0.9707602339181286,0.9338959212376934,342.0
1,0.9418604651162791,0.8140703517587939,0.8733153638814016,199.0
accuracy,0.9131238447319778,0.9131238447319778,0.9131238447319778,0.9131238447319778
macro avg,0.9207947312031259,0.8924152928384612,0.9036056425595476,541.0
weighted avg,0.9152265242722925,0.9131238447319778,0.9116121302692978,541.0
