,precision,recall,f1-score,support
0,0.9473684210526315,0.9818181818181818,0.9642857142857143,55.0
1,0.9655172413793104,0.9032258064516129,0.9333333333333333,31.0
accuracy,0.9534883720930233,0.9534883720930233,0.9534883720930233,0.9534883720930233
macro avg,0.956442831215971,0.9425219941348973,0.9488095238095238,86.0
weighted avg,0.9539104376820158,0.9534883720930233,0.9531284606866002,86.0
