,precision,recall,f1-score,support
0,0.9417989417989417,0.956989247311828,0.9493333333333334,186.0
1,0.9166666666666666,0.8888888888888888,0.9025641025641026,99.0
accuracy,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333
macro avg,0.9292328042328042,0.9229390681003584,0.925948717948718,285.0
weighted avg,0.9330687830687829,0.9333333333333333,0.9330871794871795,285.0
