,precision,recall,f1-score,support
0,0.9456521739130435,0.9560439560439561,0.9508196721311475,91.0
1,0.9215686274509803,0.9038461538461539,0.912621359223301,52.0
accuracy,0.9370629370629371,0.9370629370629371,0.9370629370629371,0.9370629370629371
macro avg,0.9336104006820118,0.929945054945055,0.9317205156772242,143.0
weighted avg,0.9368945206541114,0.9370629370629371,0.9369293765282942,143.0
