,precision,recall,f1-score,support
0,0.9440559440559441,0.9152542372881356,0.9294320137693631,295.0
1,0.8529411764705882,0.9006211180124224,0.8761329305135952,161.0
accuracy,0.9100877192982456,0.9100877192982456,0.9100877192982456,0.9100877192982456
macro avg,0.8984985602632661,0.907937677650279,0.9027824721414792,456.0
weighted avg,0.9118860370795355,0.9100877192982456,0.9106136970935329,456.0
