,precision,recall,f1-score,support
0,0.875,0.9333333333333333,0.9032258064516129,15.0
1,0.9230769230769231,0.8571428571428571,0.8888888888888888,14.0
accuracy,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931
macro avg,0.8990384615384616,0.8952380952380952,0.8960573476702509,29.0
weighted avg,0.8982095490716181,0.896551724137931,0.8963045359040909,29.0
