,precision,recall,f1-score,support
0,0.9323308270676691,0.9465648854961832,0.9393939393939394,131.0
1,0.8955223880597015,0.8695652173913043,0.8823529411764706,69.0
accuracy,0.92,0.92,0.92,0.92
macro avg,0.9139266075636854,0.9080650514437438,0.910873440285205,200.0
weighted avg,0.9196319156099203,0.92,0.9197147950089126,200.0
