,precision,recall,f1-score,support
0,0.9298245614035088,0.9636363636363636,0.9464285714285714,55.0
1,0.9310344827586207,0.8709677419354839,0.9,31.0
accuracy,0.9302325581395349,0.9302325581395349,0.9302325581395349,0.9302325581395349
macro avg,0.9304295220810648,0.9173020527859237,0.9232142857142858,86.0
weighted avg,0.9302606958454678,0.9302325581395349,0.9296926910299003,86.0
