,precision,recall,f1-score,support
0,0.930635838150289,0.9526627218934911,0.9415204678362573,169.0
1,0.9047619047619048,0.8636363636363636,0.8837209302325582,88.0
accuracy,0.9221789883268483,0.9221789883268483,0.9221789883268483,0.9221789883268483
macro avg,0.917698871456097,0.9081495427649273,0.9126206990344077,257.0
weighted avg,0.9217762811923987,0.9221789883268483,0.9217291864777922,257.0
