,precision,recall,f1-score,support
0,0.8888888888888888,0.9696969696969697,0.927536231884058,33.0
1,0.9523809523809523,0.8333333333333334,0.8888888888888888,24.0
accuracy,0.9122807017543859,0.9122807017543859,0.9122807017543859,0.9122807017543859
macro avg,0.9206349206349206,0.9015151515151516,0.9082125603864735,57.0
weighted avg,0.9156223893065998,0.9122807017543859,0.9112636664124079,57.0
