,precision,recall,f1-score,support
0,0.9310344827586207,0.968609865470852,0.9494505494505494,223.0
1,0.9363636363636364,0.865546218487395,0.8995633187772926,119.0
accuracy,0.9327485380116959,0.9327485380116959,0.9327485380116959,0.9327485380116959
macro avg,0.9336990595611285,0.9170780419791236,0.9245069341139209,342.0
weighted avg,0.9328887788960384,0.9327485380116959,0.9320921270817846,342.0
