,precision,recall,f1-score,support
0,0.9423076923076923,0.9560975609756097,0.9491525423728814,205.0
1,0.9142857142857143,0.8888888888888888,0.9014084507042254,108.0
accuracy,0.9329073482428115,0.9329073482428115,0.9329073482428115,0.9329073482428115
macro avg,0.9282967032967033,0.9224932249322493,0.9252804965385534,313.0
weighted avg,0.9326387669838149,0.9329073482428115,0.9326785426916837,313.0
