,precision,recall,f1-score,support
0,0.9398496240601504,0.9363295880149812,0.9380863039399625,267.0
1,0.8721804511278195,0.8787878787878788,0.8754716981132076,132.0
accuracy,0.9172932330827067,0.9172932330827067,0.9172932330827067,0.9172932330827067
macro avg,0.9060150375939849,0.90755873340143,0.906779001026585,399.0
weighted avg,0.9174628300073492,0.9172932330827067,0.9173716975010362,399.0
