,precision,recall,f1-score,support
0,0.9405204460966543,0.9035714285714286,0.9216757741347905,280.0
1,0.8291139240506329,0.891156462585034,0.8590163934426229,147.0
accuracy,0.8992974238875878,0.8992974238875878,0.8992974238875878,0.8992974238875878
macro avg,0.8848171850736436,0.8973639455782313,0.8903460837887067,427.0
weighted avg,0.9021673811299912,0.8992974238875878,0.9001045119292901,427.0
