,precision,recall,f1-score,support
0,0.9423728813559322,0.9423728813559322,0.9423728813559322,295.0
1,0.8944099378881988,0.8944099378881988,0.8944099378881988,161.0
accuracy,0.9254385964912281,0.9254385964912281,0.9254385964912281,0.9254385964912281
macro avg,0.9183914096220656,0.9183914096220656,0.9183914096220656,456.0
weighted avg,0.9254385964912281,0.9254385964912281,0.9254385964912281,456.0
