,precision,recall,f1-score,support
0,0.9033816425120773,0.9121951219512195,0.9077669902912622,205.0
1,0.8301886792452831,0.8148148148148148,0.822429906542056,108.0
accuracy,0.8785942492012779,0.8785942492012779,0.8785942492012779,0.8785942492012779
macro avg,0.8667851608786802,0.8635049683830172,0.8650984484166591,313.0
weighted avg,0.8781265625350365,0.8785942492012779,0.8783216067611846,313.0
