,precision,recall,f1-score,support
0,0.910394265232975,0.951310861423221,0.9304029304029304,267.0
1,0.8916666666666667,0.8106060606060606,0.8492063492063492,132.0
accuracy,0.9047619047619048,0.9047619047619048,0.9047619047619048,0.9047619047619048
macro avg,0.9010304659498208,0.8809584610146408,0.8898046398046398,399.0
weighted avg,0.9041986687147978,0.9047619047619048,0.9035409035409036,399.0
