,precision,recall,f1-score,support
0,0.8823529411764706,1.0,0.9375,15.0
1,1.0,0.8571428571428571,0.9230769230769231,14.0
accuracy,0.9310344827586207,0.9310344827586207,0.9310344827586207,0.9310344827586207
macro avg,0.9411764705882353,0.9285714285714286,0.9302884615384616,29.0
weighted avg,0.9391480730223123,0.9310344827586207,0.9305371352785146,29.0
