,precision,recall,f1-score,support
0,0.9519230769230769,0.868421052631579,0.908256880733945,342.0
1,0.8034934497816594,0.9246231155778895,0.8598130841121495,199.0
accuracy,0.88909426987061,0.88909426987061,0.88909426987061,0.88909426987061
macro avg,0.8777082633523681,0.8965220841047342,0.8840349824230472,541.0
weighted avg,0.8973251179560858,0.88909426987061,0.890437443529255,541.0
