,precision,recall,f1-score,support
0,0.8954248366013072,0.9319727891156463,0.9133333333333333,147.0
1,0.8666666666666667,0.8024691358024691,0.8333333333333334,81.0
accuracy,0.8859649122807017,0.8859649122807017,0.8859649122807017,0.8859649122807017
macro avg,0.8810457516339869,0.8672209624590577,0.8733333333333333,228.0
weighted avg,0.8852081183350533,0.8859649122807017,0.8849122807017543,228.0
