,precision,recall,f1-score,support
0,0.8648648648648649,0.9696969696969697,0.9142857142857143,33.0
1,0.95,0.7916666666666666,0.8636363636363636,24.0
accuracy,0.8947368421052632,0.8947368421052632,0.8947368421052632,0.8947368421052632
macro avg,0.9074324324324324,0.8806818181818181,0.888961038961039,57.0
weighted avg,0.9007112375533428,0.8947368421052632,0.8929596719070403,57.0
