,precision,recall,f1-score,support
0,0.9102564102564102,0.9551569506726457,0.9321663019693655,223.0
1,0.9074074074074074,0.8235294117647058,0.8634361233480177,119.0
accuracy,0.9093567251461988,0.9093567251461988,0.9093567251461988,0.9093567251461988
macro avg,0.9088319088319088,0.8893431812186758,0.8978012126586916,342.0
weighted avg,0.9092650905516403,0.9093567251461988,0.9082514152560894,342.0
