,precision,recall,f1-score,support
0,0.9090909090909091,0.9467455621301775,0.927536231884058,169.0
1,0.8888888888888888,0.8181818181818182,0.8520710059171598,88.0
accuracy,0.9027237354085603,0.9027237354085603,0.9027237354085603,0.9027237354085603
macro avg,0.898989898989899,0.8824636901559979,0.8898036189006089,257.0
weighted avg,0.9021734858310734,0.9027237354085603,0.9016959988681552,257.0
