,precision,recall,f1-score,support
0,0.9025641025641026,0.946236559139785,0.9238845144356955,186.0
1,0.8888888888888888,0.8080808080808081,0.8465608465608465,99.0
accuracy,0.8982456140350877,0.8982456140350877,0.8982456140350877,0.8982456140350877
macro avg,0.8957264957264957,0.8771586836102965,0.885222680498271,285.0
weighted avg,0.8978137651821863,0.8982456140350877,0.8970247140160112,285.0
