,precision,recall,f1-score,support
0,0.9431818181818182,0.9120879120879121,0.9273743016759777,91.0
1,0.8545454545454545,0.9038461538461539,0.8785046728971962,52.0
accuracy,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091
macro avg,0.8988636363636364,0.907967032967033,0.902939487286587,143.0
weighted avg,0.9109504132231404,0.9090909090909091,0.9096035275746027,143.0
