,precision,recall,f1-score,support
0,0.9034749034749034,0.9590163934426229,0.9304174950298211,244.0
1,0.9099099099099099,0.8015873015873016,0.8523206751054853,126.0
accuracy,0.9054054054054054,0.9054054054054054,0.9054054054054054,0.9054054054054054
macro avg,0.9066924066924067,0.8803018475149622,0.8913690850676532,370.0
weighted avg,0.9056662840446623,0.9054054054054054,0.9038223617582906,370.0
